fid,DN,fid_2,DN_2,fid_3,id,objectid_1,objectid,village,vlcode,gram_panch,gram_pan_1,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,uqcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk
136,1,1,1,4308,41150,41150,107685,Shivrajpur Chak,538495,,,Desaiganj (Vadasa),103,Desaiganj (Vadasa),4052,Desaiganj (Vadasa),Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,306,1113,3.6372549,727,547,566,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,424,63,0,5,1,2,0,4,228,128,100,124,4,0,0,0,DESAIGANJ,8,12293.77712,12293.77712,7115083.136,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4308,0.004010692,0.057295605,Low
137,1,1,1,4125,40960,40960,107495,Mahadwadi,539110,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,113,420,3.71681416,270,222,198,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,35,23,0,0,0,18,11,6,177,111,66,0,1,106,0,4,GADCHIROLI,7,6395.571329,6395.571329,2084819.314,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4125,0.040590023,2.029501155,Low
138,1,1,1,4289,41131,41131,107666,Panchagaon,540807,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,106,454,4.28301887,331,221,233,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,0,2,51,2,0,105,0,0,171,64,107,0,41,0,0,23,BRAHMAPURI,21,7101.641309,7101.641309,3200261.499,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4289,0.212871915,7.095730487,Low
139,1,1,1,4141,40971,40971,107506,Pardi Kupi,539116,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,556,2301,4.13848921,1035,1178,1123,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,308,0,90,0,187,0,0,0,450,172,278,0,9,0,163,0,GADCHIROLI,13,14061.16384,14061.16384,8859321.538,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4141,0.661829378,7.353659757,Low
140,1,1,1,4655,41909,41909,108444,Madeghat,537502,,,Lakhandur,94,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,,India,Rural,592,2362,3.98986486,844,1175,1187,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,70,0,0,54,0,0,22,0,697,330,367,330,0,0,0,0,Desaiganj,20,8896.887352,8896.887352,4641196.817,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4655,0.130818918,2.616378356,Low
141,1,1,1,4344,41187,41187,107722,Injewari,538575,,,Armori,104,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,379,1492,3.93667546,539,746,746,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,53,160,4,27,3,22,0,21,249,154,95,0,148,6,0,0,DESAIGANJ,36,8130.275531,8130.275531,3643113.052,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4344,0.839144367,20.97860918,Moderate
142,1,1,1,4284,41126,41126,107661,Boddegaon,540776,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,139,603,4.3381295,341,303,300,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,0,7,60,3,0,2,0,3,265,22,243,0,16,0,0,6,BRAHMAPURI,9,10177.88497,10177.88497,4313557.527,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4284,0.627362509,15.68406272,Moderate
143,1,1,1,3045,39843,39843,106378,Pulkhal,539159,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,280,1082,3.86428571,459,540,542,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,0,85,10,23,0,48,0,0,293,104,189,0,0,103,0,1,GADCHIROLI,10,12875.28962,12875.28962,9477970.062,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,3045,1.397807807,13.97807807,Low
144,1,1,1,4192,41025,41025,107560,Kinhi,540780,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,309,1381,4.46925566,335,671,710,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,0,8,0,1,0,2,15,2,308,44,265,0,44,0,0,0,BRAHMAPURI,7,7806.901801,7806.901801,3629130.198,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4192,0.467326961,11.68317404,Low
145,1,1,1,4060,40884,40884,107419,Halda,540857,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,930,3555,3.82258065,1478,1769,1786,Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,424,75,145,10,0,16,11,47,749,193,557,0,0,193,0,0,BRAHMAPURI,37,15857.48583,15857.48583,15953891.91,Administrative Boundary,Survey of India (SOI),"Maharashtra
",17,4060,0.663181159,3.901065639,Low
146,1,1,1,3115,39914,39914,106449,Reserved Forest,999999,,,,,Sawali,4068,,Chandrapur,473,,MH,27,,India,Rural,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18090.20169,18090.20169,8349442.09,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,3115,0.019865797,0.220731081,Low
147,1,1,1,4585,41839,41839,108374,Parsodi Jani,540773,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,69,299,4.33333333,114,163,136,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,5,0,16,1,0,0,0,0,91,27,64,0,0,27,0,0,BRAHMAPURI,3,7396.05311,7396.05311,1681203.371,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4585,0.064062273,3.203113654,Low
148,1,1,1,3005,39802,39802,106337,Weltur Tukum,539233,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,176,762,4.32954545,256,373,389,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,87,0,14,3,0,0,1,151,109,42,108,1,0,0,0,MUL,16,8896.726222,8896.726222,3839467.268,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,3005,0.061547393,1.538684818,Low
149,1,1,1,4326,41169,41169,107704,Arsoda,538516,,,Armori,104,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,660,2621,3.97121212,551,1345,1276,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,53,108,0,10,0,31,5,5,338,271,67,270,1,0,0,0,DESAIGANJ,20,10503.12115,10503.12115,4742420.463,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4326,0.235203621,4.70407242,Low
150,1,1,1,4100,40931,40931,107466,Wasa Chak No 2,539097,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,73,254,3.47945205,230,124,130,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,0,18,0,50,0,20,12,3,126,38,88,0,0,36,0,2,GADCHIROLI,15,5961.420311,5961.420311,1917648.89,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4100,0.082940389,4.147019455,Low
